Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
Equity theory is mainly concerned with employees’ perceptions of:,cognitive complexity,fairness in the ratio of inputs to outcomes,physiological arousal,trait conscientiousness only,2,Equity theory focuses on whether employees perceive a fair balance between what they contribute and what they receive relative to others.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
"According to Herzberg’s two-factor theory, pay and working conditions are usually classified as:",motivators,hygiene factors,growth needs,self-actualizers,2,Herzberg classified pay and working conditions as hygiene factors because they prevent dissatisfaction more than they create deep motivation.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
"The Job Characteristics Model proposes that motivation is enhanced when jobs are high in skill variety, task identity, task significance, autonomy, and:",centralization,feedback,span of control,role conflict,2,"Feedback is one of the five core job characteristics that increase meaningfulness, responsibility, and knowledge of results.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
A company introduces merit pay tied directly to measurable performance. This is most consistent with:,reinforcement principles,psychoanalytic theory,groupthink theory,field theory only,1,Reinforcement principles emphasize that behavior is strengthened when followed by desirable consequences such as merit-based rewards.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Job satisfaction is best defined as:,permanent loyalty to an organization,positive and negative feelings about one’s job,willingness to work overtime,absence of workplace conflict,2,Job satisfaction refers to an employee’s overall evaluative feelings and attitudes toward the job.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Organizational commitment refers most directly to:,agreement with one’s pay only,attachment to and involvement in the organization,compliance with a supervisor’s every request,skill in handling stress,2,"Organizational commitment reflects an employee’s psychological attachment, identification, and involvement with the organization.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Organizational citizenship behavior is:,any behavior required in the job description,voluntary behavior that supports organizational functioning beyond formal requirements,behavior motivated only by fear of punishment,deviance directed at the organization,2,Organizational citizenship behavior refers to discretionary actions that help the organization but are not formally required.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Which employee is showing withdrawal behavior?,One who volunteers to help coworkers,One who frequently arrives late and is often absent,One who exceeds production quotas,One who mentors new hires,2,"Withdrawal behavior includes lateness, absenteeism, and other actions that reflect disengagement from work.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Burnout is most closely associated with:,charisma and initiative,"emotional exhaustion, depersonalization, and reduced accomplishment",increased intrinsic motivation,improved person-job fit,2,"Burnout is classically characterized by emotional exhaustion, cynical detachment, and a reduced sense of effectiveness.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Role ambiguity is stressful because the employee:,knows exactly what is expected,"is unsure about duties, expectations, or criteria",receives too much autonomy,experiences too much coworker support,2,"Role ambiguity creates stress because the employee lacks clear information about responsibilities, expectations, or standards.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Which is the best example of a situational source of work stress?,Low emotional stability,Type A disposition,Conflicting instructions from two supervisors,Chronic pessimism,3,Conflicting instructions from supervisors represent a situational or organizational stressor arising from the work environment.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Person-environment fit concerns the match between:,salary and inflation rates,worker characteristics and job or organizational demands,labor law and union demands,training cost and utility estimates,2,"Person-environment fit refers to how well an individual’s abilities, needs, or values align with workplace demands and characteristics.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Counterproductive work behavior includes:,organizational citizenship behavior,"absenteeism, theft, sabotage, and harassment",transformational leadership,goal commitment,2,"Counterproductive work behavior includes actions that harm the organization or its members, such as theft, sabotage, absenteeism, and harassment.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Which coping strategy is organizational rather than individual?,Cognitive restructuring by the employee,Personal relaxation training only,Redesigning jobs to reduce overload,Taking a vacation day,3,Job redesign is an organizational intervention because it changes the structure of work to reduce stressors.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Upward communication flows from:,managers to subordinates,subordinates to higher levels,one department to an external client,the formal chain to the informal grapevine only,2,"Upward communication moves from lower levels of the organization to higher levels, such as from employees to supervisors.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
The grapevine in organizations refers to:,the official chain of command,an informal communication network,a performance appraisal system,a job analysis procedure,2,The grapevine is the informal system through which information spreads outside official channels.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Noise in the communication process refers to:,any factor that distorts or interferes with a message,loud machinery only,informal leadership,nonverbal behavior only,1,"Noise refers broadly to anything that interferes with the accurate sending, receiving, or interpretation of a message.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Which statement about nonverbal communication is most accurate?,It has little relevance in workplace interaction,It can influence meaning even when spoken words remain the same,It matters only in formal presentations,It is less important than written communication in every case,2,"Nonverbal cues such as tone, posture, and facial expression can significantly change how spoken messages are understood.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
A work team differs from a mere collection of employees because team members:,always have identical personalities,share interdependence toward common goals,avoid role differentiation,never experience conflict,2,A true team is defined by members’ interdependence and shared commitment to common objectives.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Group norms are:,formal job descriptions only,shared expectations about appropriate behavior,legal requirements imposed by government,personality traits of leaders,2,Group norms are the shared rules or expectations that guide how members are expected to behave.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Group cohesiveness is most directly related to:,members’ attraction to and desire to remain in the group,the formal authority of the supervisor,the organization’s accounting practices,the use of punishment systems,1,Group cohesiveness refers to the strength of members’ bonds and their desire to stay in the group.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Groupthink is most likely when a highly cohesive group:,actively encourages dissent and critical evaluation,suppresses dissent and seeks unanimity,uses structured decision procedures,includes diverse independent viewpoints,2,Groupthink occurs when group members avoid disagreement and prioritize consensus over critical evaluation.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Group polarization refers to the tendency for group discussion to:,eliminate all disagreement,move group decisions toward more extreme positions,reduce risk-taking in all cases,produce objective answers automatically,2,"Group polarization means that discussion often strengthens members’ initial tendencies, resulting in more extreme group decisions.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Conflict between two departments over limited budget allocations is an example of:,intrapersonal conflict,intergroup conflict,role ambiguity,social loafing,2,Conflict between departments is intergroup conflict because it occurs between distinct organizational groups.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Social loafing refers to the tendency of some group members to:,dominate all discussions,reduce effort when individual contributions are not identifiable,experience burnout quickly,conform excessively to a charismatic leader,2,Social loafing occurs when people exert less effort in group tasks because their individual contribution is less visible.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Trait theories of leadership focus primarily on:,situational constraints only,stable personal characteristics associated with leadership,reward systems,organizational structure only,2,Trait theories seek to identify enduring personal qualities associated with leadership emergence and effectiveness.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
The Ohio State leadership studies emphasized two major leader behaviors commonly labeled:,concern for production and concern for people,initiating structure and consideration,equity and expectancy,power and politics,2,The Ohio State studies identified initiating structure and consideration as two major dimensions of leader behavior.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Fiedler’s contingency model argues that leadership effectiveness depends on the match between leader style and:,the number of subordinates only,situational favorableness,employee age,compensation structure,2,Fiedler’s model states that a leader’s effectiveness depends on how well the leader’s style matches the favorableness of the situation.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Path-goal theory suggests that leaders should:,use one fixed style with all employees,clarify paths to goals and adapt behavior to subordinate and task needs,avoid participation in decision making,rely only on legitimate power,2,Path-goal theory proposes that leaders increase motivation by clarifying the route to goals and adjusting leadership style to fit the situation.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Leader-member exchange theory emphasizes:,equal-quality relationships with every subordinate at all times,the quality of dyadic relationships between leaders and individual subordinates,leadership based only on traits,punishment as the best source of power,2,LMX theory focuses on the unique relationship quality developed between a leader and each follower.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Transformational leaders are most likely to:,focus only on transactions and exchanges,"inspire followers through vision, stimulation, and individualized consideration",avoid changing existing systems,discourage follower development,2,"Transformational leaders motivate followers by communicating a compelling vision, encouraging new thinking, and attending to individual development.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Legitimate power is based primarily on:,expertise,formal position or authority,personal attractiveness,access to rewards only,2,Legitimate power comes from the authority granted by one’s formal role in the organization.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Expert power is derived from:,control over punishments,interpersonal liking alone,perceived knowledge or competence,organizational politics only,3,Expert power arises when others view a person as highly knowledgeable or competent in a valued area.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Organizational politics refers to behavior aimed at:,improving only employee well-being,informal influence to secure personal or group interests,eliminating all power differences,conducting elections inside the company,2,Organizational politics involves informal influence efforts used to protect or advance personal or group interests.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
A centralized organization is one in which decision authority is:,widely distributed to lower levels,concentrated at higher levels,irrelevant to structure,based only on informal norms,2,"In a centralized structure, important decisions are made primarily by upper-level management.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Span of control refers to:,the number of hierarchical levels in a firm,the number of subordinates reporting directly to a supervisor,the amount of political behavior in a group,the degree of formalization only,2,Span of control is the number of employees who report directly to a single supervisor.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
"In a functional structure, employees are grouped primarily by:",geographic region,product line,specialized functions such as marketing or finance,temporary project team,3,A functional structure groups employees according to specialized areas of work or expertise.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Organizational culture refers to:,written policies only,"shared values, beliefs, and assumptions that shape behavior",the formal compensation system,labor market supply,2,"Organizational culture consists of the shared meanings, values, and assumptions that influence how members think and behave.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Organizational development interventions are generally intended to:,increase random variation in behavior,improve organizational effectiveness through planned change,replace leadership with technology,reduce communication among departments,2,Organizational development involves planned efforts to improve organizational functioning and effectiveness through systematic change.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
"A manager asks an applicant, “Do you plan to have children soon?” This question is most problematic because it:",improves content validity,may create legal and fairness concerns unrelated to job requirements,is required for workforce planning,is the best predictor of attendance,2,This question is unrelated to essential job requirements and may create discriminatory and fairness concerns in hiring.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Which selection practice is most consistent with fairness and professional standards?,Using a test because competitors use it,Using a predictor directly linked to job requirements identified by job analysis,Rejecting applicants based on handwriting style alone,Asking supervisors to hire whichever applicant seems most similar to them,2,Fair and professional selection requires predictors that are demonstrably job related and grounded in job analysis evidence.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
A psychometrician in an HR department is asked to interpret a complex clinical personality profile independently for treatment planning. The most appropriate response is to:,proceed because any test user may interpret all tests,refuse and refer the matter to a qualified registered psychologist within proper scope,diagnose the applicant but avoid documentation,allow an untrained HR assistant to interpret the report,2,"Complex clinical interpretation and treatment planning fall within the scope of a qualified psychologist, so proper referral is the ethical response.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
"Under RA 10029-aligned ethical boundaries, a psychometrician should be most cautious about:",assisting in test administration within competence,scoring and preparing psychological test data within scope,independently conducting psychotherapy as a regular service,working under appropriate supervision when applicable,3,Regular psychotherapy falls outside the typical scope of psychometric practice and requires proper professional qualification and licensure.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
A company wants interns with no credentials to administer proprietary psychological tests unsupervised to speed up hiring. The best ethical response is:,allow it if the interns sign confidentiality forms,allow it if applicants consent verbally,prohibit unsupervised administration by unqualified persons,proceed only for internal applicants,3,"Psychological tests must be administered only by qualified individuals or under proper supervision to protect test integrity, validity, and client welfare.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
"In assessment practice, informed consent is most directly supported by the principle that clients should:",always receive favorable results,be free from all evaluation,"understand the nature, purpose, and limits of the procedure",waive confidentiality automatically,3,"Informed consent requires that clients understand what the procedure involves, why it is being done, and what limits apply.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
An HR psychologist stores identifiable test results on an unsecured shared drive accessible to nonqualified staff. The main ethical concern is:,reduced face validity,breach of confidentiality,low criterion validity,adverse impact,2,Storing identifiable data in an unsecured location accessible to unauthorized persons violates confidentiality and privacy protections.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
"A registered psychologist is asked by management to disclose an employee’s test results to all supervisors “for transparency,” even though only one supervisor has a legitimate need to know. The best action is to:",disclose everything because management owns the data,disclose only information necessary for legitimate professional purposes and within limits of confidentiality,post the results in the department,refuse all communication under every circumstance,2,Ethical practice requires limiting disclosure to only what is necessary for legitimate professional purposes and only to those with an appropriate need to know.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
A practitioner is asked to deliver online assessment services. Which statement is most ethical?,Ethical standards apply only to face-to-face services,"Telepsychology may be used, but the same ethical duties regarding competence, consent, and confidentiality still apply",Online services eliminate the need for documentation,Telepsychology is always prohibited,2,"Ethical obligations remain in force in telepsychology, including competence, informed consent, confidentiality, and proper documentation.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
A practitioner realizes that personal emotional problems are impairing judgment in handling employee grievances. The best course is to:,continue working to avoid appearing weak,ignore the issue if no complaint has been filed,seek consultation or assistance and consider limiting duties if needed,delegate everything to unqualified staff,3,Ethical practice requires psychologists to address personal problems that may impair competence and to limit duties when necessary to avoid harm.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
A supervisor asks a psychologist to evaluate an employee who is also the psychologist’s close relative. The biggest ethical issue is:,criterion deficiency,multiple relationship/conflict of interest,downward communication,job enlargement,2,Evaluating a close relative creates a dual relationship and conflict of interest that may impair objectivity and professional judgment.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Which situation best reflects competent caring?,Using an unfamiliar intervention without study because the client is urgent,Providing services only within competence or obtaining proper supervision/training first,Ignoring cultural context to stay objective,Prioritizing organizational savings over foreseeable harm,2,Competent caring requires practitioners to work within their competencies or obtain appropriate training and supervision before proceeding.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
A selection consultant exaggerates the predictive power of a test to win a contract. This most clearly violates:,integrity in public statements,job enrichment,need hierarchy theory,participative management,1,"Exaggerating claims about a test’s effectiveness violates honesty, accuracy, and integrity in professional communication.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
"A consultant is retained by a company to assess employees for promotion. Ethically, the consultant should clarify at the outset:",only the consultant’s fees,"who the client is, the intended use of information, and limits of confidentiality",that all raw data will be released to coworkers,that promoted employees must attend therapy,2,"Third-party professional services require early clarification of roles, who the client is, how information will be used, and the limits of confidentiality.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Which action best reflects nondiscrimination in professional practice?,Using different scoring standards for applicants from different backgrounds without job-related justification,Avoiding harassment and treating persons fairly regardless of protected characteristics,Refusing to assess persons from cultures unfamiliar to the practitioner even after obtaining training,Withholding accommodations categorically,2,"Nondiscrimination requires fair treatment, respect, and avoidance of harassment or bias based on protected or irrelevant personal characteristics.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
A newly promoted manager notices that team members stop challenging poor ideas because they do not want to upset a charismatic leader. The most likely group problem is:,social facilitation,equity restoration,groupthink,job enlargement,3,Groupthink occurs when members suppress dissent and avoid criticism in order to preserve harmony or support a dominant leader.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
An organization wants to improve both motivation and satisfaction by redesigning work. Which change is most consistent with I/O principles?,Reduce autonomy and feedback to increase control,"Increase meaningful task variety, autonomy, and feedback",Eliminate all performance goals,Use punishment as the main reward system,2,"Job redesign that increases core job characteristics such as variety, autonomy, and feedback tends to improve both motivation and satisfaction.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Which statement best reflects a balanced I/O perspective on employee effectiveness?,Productivity should be increased even if worker well-being is harmed,"Worker well-being matters, but only after profit targets are met",Effective organizations attend to both performance outcomes and employee psychological conditions,Employee attitudes are unrelated to organizational outcomes,3,I/O psychology emphasizes that organizational effectiveness and employee well-being should both be considered in understanding and improving work behavior.,Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
"A psychometrician in a corporation is instructed to give therapy sessions to distressed employees because “it is all psychology anyway.” Under RA 10029-aligned ethics, the best response is to:",provide therapy if the employees sign consent forms,"provide only emergency support if truly necessary, then refer appropriately and avoid regular therapy outside scope",continue indefinitely because employer instruction overrides role boundaries,delegate the therapy to line managers,2,"A psychometrician must respect scope-of-practice limits, so only temporary emergency support may be appropriate before proper referral for regular therapy.",Medium,Industrial/Organizational Psychology,Exam 6,Exam 6
Which statement best defines industrial/organizational psychology?,It is the branch of psychology concerned primarily with psychotherapy in the workplace,It is the branch of psychology that studies behavior in work settings and applies psychological principles to improve work behavior,"It is the branch of business that focuses on accounting, marketing, and logistics",It is the branch of sociology that explains social class differences in employment,2,I/O psychology is defined as the scientific study of workplace behavior and the application of psychological principles to improve employee performance and well-being.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which pair of objectives best reflects the dual nature of industrial/organizational psychology?,To diagnose mental disorders and prescribe treatment,To generate profit and reduce labor costs,To conduct scientific research and apply findings to workplace problems,To study personality and eliminate organizational politics,3,The scientist-practitioner model emphasizes both research and application in solving workplace issues.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
An I/O psychologist argues that workplace interventions should be grounded in empirical evidence rather than intuition alone. This view is most consistent with the:,human relations movement,scientist-practitioner model,trait activation approach,administrative principles model,2,The scientist-practitioner model requires decisions to be based on empirical research rather than intuition.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which early contributor is most closely associated with scientific management?,Elton Mayo,Hugo Munsterberg,Frederick W. Taylor,Kurt Lewin,3,"Taylor pioneered scientific management, focusing on efficiency and productivity through systematic study of work tasks.",Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
The Army Alpha and Army Beta tests are historically significant because they:,were the first personality inventories used in corporations,represented early large-scale intelligence testing for personnel placement,replaced all forms of interviews in military selection,were designed mainly to measure emotional stability,2,These tests were used during World War I to classify and assign recruits based on mental ability.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which historical development most strongly redirected attention toward the social and interpersonal context of work?,The publication of the Dictionary of Occupational Titles,The Civil Rights Act,The Hawthorne studies,The emergence of assessment centers,3,The Hawthorne studies highlighted the importance of social factors and employee perceptions in productivity.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
"In the Hawthorne studies, productivity changes were interpreted largely as resulting from:",improvements in incentive pay alone,workers’ awareness of being observed and receiving attention,a perfect match between job and worker ability,elimination of role ambiguity,2,The Hawthorne effect explains increased productivity due to attention rather than actual changes in conditions.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
"A researcher manipulates break schedules in one department and compares output with another similar department that did not receive the intervention, but employees were not randomly assigned. This design is best classified as:",true experiment,case study,quasi-experiment,meta-analysis,3,Quasi-experiments involve manipulation without random assignment.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which of the following is the best example of an independent variable in an I/O study?,Employees’ average sales after training,Level of job satisfaction reported by workers,Type of training method assigned to employees,Correlation between tenure and absenteeism,3,The independent variable is the factor manipulated by the researcher.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
A company finds that a test yields highly similar scores when administered twice to the same applicants under similar conditions. This finding most directly supports the test’s:,utility,validity,reliability,fairness,3,Reliability refers to the consistency of measurement across time or conditions.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
A personnel test predicts later job performance with reasonable accuracy. This is strongest evidence of:,face validity,criterion-related validity,internal consistency,response bias,2,Criterion-related validity reflects how well a test predicts relevant outcomes like job performance.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which statement best captures the value of meta-analysis in I/O psychology?,It replaces the need for future primary research,It combines findings across multiple studies to estimate overall trends,It proves causation whenever correlations are significant,It is useful only for qualitative case reports,2,Meta-analysis integrates results from multiple studies to identify general patterns.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
"A manufacturing firm wants to determine the essential tasks, duties, and worker requirements of a newly created position. The most appropriate first step is:",employee counseling,job analysis,performance appraisal,succession planning,2,Job analysis identifies duties and requirements of a job.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which job analysis method focuses on identifying specific instances of particularly effective or ineffective job behavior?,Functional Job Analysis,Position Analysis Questionnaire,Critical Incidents Technique,Assessment center method,3,This method identifies key effective and ineffective behaviors.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which statement is the best criticism of relying only on existing job descriptions when conducting job analysis?,They are always too costly to use,They may be outdated and fail to reflect actual work behavior,They automatically produce adverse impact,They cannot be compared across jobs,2,Job descriptions may not reflect current tasks or responsibilities.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
"A company wants a highly structured, standardized job analysis instrument that can compare many jobs quantitatively. Which technique is most appropriate?",Position Analysis Questionnaire,Clinical interview,Grapevine analysis,Projective testing,1,The PAQ provides standardized quantitative job data.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
"In employee selection, the primary purpose of recruitment is to:",identify the single best applicant immediately,attract a pool of qualified applicants,evaluate incumbent performance,establish salary grades,2,Recruitment focuses on generating applicants.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
An organization gives applicants a realistic preview of both favorable and unfavorable job features before hiring. The most likely intended outcome is:,increase halo error,reduce turnover due to unmet expectations,eliminate the need for interviews,justify adverse impact statistically,2,Realistic job previews align expectations and reduce turnover.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which interview approach generally has the strongest psychometric and legal defensibility?,Unstructured interview focused on rapport,Stress interview using intimidation,Structured interview based on job-relevant questions and anchored scoring,Informal interview conducted without note-taking,3,Structured interviews improve reliability and validity.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
"A selection battery includes a cognitive ability test, structured interview, and work sample. The most defensible reason for combining these tools is that:",more predictors always eliminate legal concerns,multiple methods can improve prediction when each is job relevant,applicants prefer longer hiring procedures,personality should never be measured directly,2,Combining valid predictors increases overall selection accuracy.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which of the following is the clearest example of biodata in selection?,A supervisor’s vague impression that an applicant seems mature,A narrative essay about career dreams,A structured record of an applicant’s previous experiences and life-history indicators relevant to performance,A projective interpretation of inkblots,3,Biodata uses systematically collected past behavior and experiences to predict future job performance.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
A test is considered useful to an organization primarily when it:,is expensive enough to discourage marginal applicants,looks scientific to managers,improves decision quality enough to justify its costs,is difficult for most applicants to pass,3,Utility refers to the cost-benefit value of a selection method in improving hiring decisions.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
An organization hires applicants strictly in descending order of test score until all vacancies are filled. This decision rule is best described as:,banding,random assignment,top-down selection,forced distribution,3,Top-down selection ranks applicants and hires from highest to lowest scores.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
A supervisor rates an employee very highly on all dimensions because the employee is exceptionally punctual. This rating error is best labeled:,recency effect,halo effect,contrast effect,central tendency,2,The halo effect occurs when one positive trait influences ratings across multiple dimensions.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which source of performance appraisal is especially useful when the goal is to assess leadership style and its effects on team members from multiple perspectives?,Self-rating only,Customer records only,360-degree feedback,Archival demographic data only,3,360-degree feedback gathers evaluations from multiple sources to provide a comprehensive assessment.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which of the following best defines training in the workplace?,A long-term effort to improve overall employee growth,A short-term effort focused on improving specific job-related skills,A process of evaluating employee performance,A method of selecting applicants,2,Training is designed to improve immediate job-related knowledge and skills.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
A training program is evaluated by measuring whether trainees learned the material presented. This corresponds to which level of evaluation?,Reaction,Learning,Behavior,Results,2,The learning level measures knowledge or skill acquisition during training.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which of the following best describes transfer of training?,The ability to recall training content during exams,The extent to which training improves organizational profits,The application of learned skills and knowledge to the job,The initial motivation of trainees before training,3,Transfer of training refers to applying learned skills in actual work settings.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
A company wants to determine whether training has improved actual job performance over time. Which evaluation level should be emphasized?,Reaction,Learning,Behavior,Attendance,3,The behavior level evaluates changes in job performance following training.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which training method is most appropriate for teaching interpersonal and communication skills?,Lecture method,Vestibule training,Role playing,Programmed instruction,3,Role playing allows practice of interpersonal interactions in simulated settings.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which leadership theory emphasizes that effective leadership depends on matching leadership style with situational demands?,Trait theory,Behavioral theory,Contingency theory,Path-goal theory,3,Contingency theories emphasize the fit between leadership style and situational variables.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
"According to Fiedler’s contingency theory, leadership effectiveness depends primarily on:",the leader’s emotional intelligence,the match between leader style and situational favorableness,the leader’s ability to motivate through rewards,the leader’s charisma,2,Fiedler proposed that effectiveness depends on the alignment of leadership style with situational conditions.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Transformational leaders are best described as those who:,rely strictly on rewards and punishments,inspire and motivate followers toward a shared vision,avoid interpersonal interaction,focus only on task completion,2,Transformational leaders motivate followers by inspiring vision and change.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which leadership style is characterized by decision-making authority being retained by the leader with minimal input from subordinates?,Democratic,Laissez-faire,Autocratic,Participative,3,Autocratic leaders make decisions independently with little subordinate input.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Job satisfaction is best defined as:,the physical conditions of the workplace,an employee’s emotional response to their job,the number of hours worked,the salary received,2,Job satisfaction refers to feelings or attitudes toward one’s job.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which theory suggests that employees compare their input-output ratios with those of others to determine fairness?,Expectancy theory,Equity theory,Goal-setting theory,Reinforcement theory,2,Equity theory focuses on fairness through social comparison of inputs and outcomes.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
"According to expectancy theory, motivation is influenced by:",fairness and justice perceptions,reinforcement schedules,"expectancy, instrumentality, and valence",unconscious drives,3,Expectancy theory explains motivation through belief in effort-performance-reward relationships.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which of the following best describes intrinsic motivation?,Motivation driven by external rewards,Motivation driven by internal satisfaction and interest,Motivation based on punishment avoidance,Motivation based on peer pressure,2,Intrinsic motivation comes from enjoyment or interest in the task itself.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
A company uses bonuses to increase productivity. This is an example of:,intrinsic motivation,negative reinforcement,extrinsic motivation,punishment,3,Bonuses are external rewards that drive behavior.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Organizational commitment refers to:,an employee’s intention to leave the organization,the emotional attachment and loyalty to the organization,the number of hours worked weekly,the level of job stress,2,Organizational commitment reflects an employee’s attachment to the organization.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which type of commitment is based on perceived costs of leaving the organization?,Affective commitment,Normative commitment,Continuance commitment,Moral commitment,3,"Continuance commitment is based on the perceived costs associated with leaving the organization, such as loss of benefits or job security.",Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Organizational culture refers to:,the formal structure of an organization,"shared values, beliefs, and norms within an organization",the financial performance of a company,employee demographics,2,"Organizational culture consists of shared meanings, values, and norms that influence behavior within the organization.",Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
Which communication flow occurs between employees at the same hierarchical level?,Vertical,Downward,Horizontal,Upward,3,Horizontal communication occurs between individuals at the same level in the organizational hierarchy.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
The grapevine in organizations refers to:,formal communication channels,official memos,informal communication networks,performance reports,3,The grapevine refers to informal and unofficial channels of communication within an organization.,Medium,Industrial/Organizational Psychology,Exam 7,Exam 7
